beneficiaire_action_menee;action_representation_interet_id;action_menee_en_propre
ASTERA;4773;0
GIROPHARM;4773;0
BIOMONDE SOLIDARITE;4773;0
GROUPE WELCOOP;4773;0
ESPACE COOPERATIVE;4774;0
EURO PISCINE SERVICES;4774;0
EX&CO;4774;0
SCM SOCIETE COOPERATIVE DU MEUBLE;4774;0
MONSIEUR JARDINAGE;4774;0
ACTURA;4774;0
EDRA;4774;0
GASEL;4774;0
GROUPEMENT DES INSTALLATEURS FRANCAIS;4774;0
HEXA PLUS SANTE;4774;0
GADOL OPTIC 2000;4774;0
ALKOR;4774;0
J AIME MON COURTIER;4774;0
COMPAGNIE DES ARCHITECTEURS;4774;0
L'ADRESSE DES CONSEILS IMMOBILIERS;4774;0
ORFI FRANCE;4774;0
SOCIETE COOPERATIVE DES COURTIERS D'ASSURANCE S C C A;4774;0
SOC COOPE RENOVATION EQUIPEMENT COMMERCE;4774;0
UNION DIFFUS INFORM FUNERAIRE EUROPEENNE;4774;0
COOPERATIVE DES GOLFS INDEPENDANTS;4774;0
SPORT 2000 FRANCE;4774;0
AXENERGIE;4774;0
BIGMAT FRANCE;4774;0
CARRELIA DEVELOPPEMENT;4774;0
GROUPE INTERSPORT;4774;0
ITM ENTREPRISES SA;4774;0
STARTER LES NOUVEAUX DISQUAIRES;4774;0
SA COOPERATIVE D'OPTICIENS LUNETIERS;4774;0
SOCIETE POUR L'APPROVISIONNEMENT, LA PROMOTION ET LES ETUDES COMMERCIALES;4774;0
FRANCE MATERNITE;4774;0
S.C.H.C. (SOCIETE COOPERATIVE DES HOTELS CITOTEL);4774;0
ENTENTE PROF SPECIALISTES ENF;4774;0
COMPTOIR FRANCAIS DE LA QUINCAILLERIE;4774;0
EK FRANCE SARL;4774;0
EUROPEENNE D HOTELLERIE;4774;0
GENERALE D EXPANSION;4774;0
UNIFRANCE;4774;0
ATOL;4774;0
COOPERATIVE PARFUMEURS PASSION BEAUTE;4774;0
SOCIETE D'ACHATS PHOTO CINE;4774;0
KRYS GROUP SERVICES;4774;0
SYNALIA;4774;0
ENTENDRE;4774;0
SELECTOUR AFAT ENTREPRISE;4774;0
GROUPEMENT DES LIBRAIRES DE BANDE DESSINEE;4774;0
SA COOPERATIVE EUROPECHE;4774;0
CENTRALE EUROPEENNE DE DISTRIBUTION - C10;4774;0
MAPOTEL SA;4774;0
ANWR-GARANT FRANCE;4774;0
SOCIETE COOPERATIVE FINANCIERE ET DE DEVELOPPEMENT ECF;4774;0
COOPERATIVE U ENSEIGNE;4774;0
ASS CENTR DISTRIBUT E LECLERC;4774;0
SOCIETE ANONYME COOPERATIVE GIPHAR;4774;0
ASTERA;4774;0
GIROPHARM;4774;0
BIOMONDE SOLIDARITE;4774;0
GROUPE WELCOOP;4774;0
ESPACE COOPERATIVE;4775;0
EURO PISCINE SERVICES;4775;0
EX&CO;4775;0
SCM SOCIETE COOPERATIVE DU MEUBLE;4775;0
MONSIEUR JARDINAGE;4775;0
ACTURA;4775;0
EDRA;4775;0
GASEL;4775;0
GROUPEMENT DES INSTALLATEURS FRANCAIS;4775;0
HEXA PLUS SANTE;4775;0
GADOL OPTIC 2000;4775;0
ALKOR;4775;0
J AIME MON COURTIER;4775;0
COMPAGNIE DES ARCHITECTEURS;4775;0
L'ADRESSE DES CONSEILS IMMOBILIERS;4775;0
ORFI FRANCE;4775;0
SOCIETE COOPERATIVE DES COURTIERS D'ASSURANCE S C C A;4775;0
SOC COOPE RENOVATION EQUIPEMENT COMMERCE;4775;0
UNION DIFFUS INFORM FUNERAIRE EUROPEENNE;4775;0
COOPERATIVE DES GOLFS INDEPENDANTS;4775;0
SPORT 2000 FRANCE;4775;0
AXENERGIE;4775;0
BIGMAT FRANCE;4775;0
CARRELIA DEVELOPPEMENT;4775;0
GROUPE INTERSPORT;4775;0
ITM ENTREPRISES SA;4775;0
STARTER LES NOUVEAUX DISQUAIRES;4775;0
SA COOPERATIVE D'OPTICIENS LUNETIERS;4775;0
SOCIETE POUR L'APPROVISIONNEMENT, LA PROMOTION ET LES ETUDES COMMERCIALES;4775;0
FRANCE MATERNITE;4775;0
S.C.H.C. (SOCIETE COOPERATIVE DES HOTELS CITOTEL);4775;0
ENTENTE PROF SPECIALISTES ENF;4775;0
COMPTOIR FRANCAIS DE LA QUINCAILLERIE;4775;0
EK FRANCE SARL;4775;0
EUROPEENNE D HOTELLERIE;4775;0
GENERALE D EXPANSION;4775;0
UNIFRANCE;4775;0
ATOL;4775;0
COOPERATIVE PARFUMEURS PASSION BEAUTE;4775;0
SOCIETE D'ACHATS PHOTO CINE;4775;0
KRYS GROUP SERVICES;4775;0
SYNALIA;4775;0
ENTENDRE;4775;0
SELECTOUR AFAT ENTREPRISE;4775;0
GROUPEMENT DES LIBRAIRES DE BANDE DESSINEE;4775;0
SA COOPERATIVE EUROPECHE;4775;0
CENTRALE EUROPEENNE DE DISTRIBUTION - C10;4775;0
MAPOTEL SA;4775;0
ANWR-GARANT FRANCE;4775;0
SOCIETE COOPERATIVE FINANCIERE ET DE DEVELOPPEMENT ECF;4775;0
COOPERATIVE U ENSEIGNE;4775;0
ASS CENTR DISTRIBUT E LECLERC;4775;0
SOCIETE ANONYME COOPERATIVE GIPHAR;4775;0
ASTERA;4775;0
GIROPHARM;4775;0
BIOMONDE SOLIDARITE;4775;0
GROUPE WELCOOP;4775;0
ESPACE COOPERATIVE;4776;0
EURO PISCINE SERVICES;4776;0
EX&CO;4776;0
SCM SOCIETE COOPERATIVE DU MEUBLE;4776;0
MONSIEUR JARDINAGE;4776;0
ACTURA;4776;0
EDRA;4776;0
GASEL;4776;0
GROUPEMENT DES INSTALLATEURS FRANCAIS;4776;0
HEXA PLUS SANTE;4776;0
GADOL OPTIC 2000;4776;0
ALKOR;4776;0
J AIME MON COURTIER;4776;0
COMPAGNIE DES ARCHITECTEURS;4776;0
L'ADRESSE DES CONSEILS IMMOBILIERS;4776;0
ORFI FRANCE;4776;0
SOCIETE COOPERATIVE DES COURTIERS D'ASSURANCE S C C A;4776;0
SOC COOPE RENOVATION EQUIPEMENT COMMERCE;4776;0
UNION DIFFUS INFORM FUNERAIRE EUROPEENNE;4776;0
COOPERATIVE DES GOLFS INDEPENDANTS;4776;0
SPORT 2000 FRANCE;4776;0
AXENERGIE;4776;0
BIGMAT FRANCE;4776;0
CARRELIA DEVELOPPEMENT;4776;0
GROUPE INTERSPORT;4776;0
ITM ENTREPRISES SA;4776;0
STARTER LES NOUVEAUX DISQUAIRES;4776;0
SA COOPERATIVE D'OPTICIENS LUNETIERS;4776;0
SOCIETE POUR L'APPROVISIONNEMENT, LA PROMOTION ET LES ETUDES COMMERCIALES;4776;0
FRANCE MATERNITE;4776;0
S.C.H.C. (SOCIETE COOPERATIVE DES HOTELS CITOTEL);4776;0
ENTENTE PROF SPECIALISTES ENF;4776;0
COMPTOIR FRANCAIS DE LA QUINCAILLERIE;4776;0
EK FRANCE SARL;4776;0
EUROPEENNE D HOTELLERIE;4776;0
GENERALE D EXPANSION;4776;0
UNIFRANCE;4776;0
ATOL;4776;0
COOPERATIVE PARFUMEURS PASSION BEAUTE;4776;0
SOCIETE D'ACHATS PHOTO CINE;4776;0
KRYS GROUP SERVICES;4776;0
SYNALIA;4776;0
ENTENDRE;4776;0
SELECTOUR AFAT ENTREPRISE;4776;0
GROUPEMENT DES LIBRAIRES DE BANDE DESSINEE;4776;0
SA COOPERATIVE EUROPECHE;4776;0
CENTRALE EUROPEENNE DE DISTRIBUTION - C10;4776;0
MAPOTEL SA;4776;0
ANWR-GARANT FRANCE;4776;0
SOCIETE COOPERATIVE FINANCIERE ET DE DEVELOPPEMENT ECF;4776;0
COOPERATIVE U ENSEIGNE;4776;0
ASS CENTR DISTRIBUT E LECLERC;4776;0
SOCIETE ANONYME COOPERATIVE GIPHAR;4776;0
ASTERA;4776;0
GIROPHARM;4776;0
BIOMONDE SOLIDARITE;4776;0
GROUPE WELCOOP;4776;0
ESPACE COOPERATIVE;4777;0
EURO PISCINE SERVICES;4777;0
EX&CO;4777;0
SCM SOCIETE COOPERATIVE DU MEUBLE;4777;0
MONSIEUR JARDINAGE;4777;0
ACTURA;4777;0
EDRA;4777;0
GASEL;4777;0
GROUPEMENT DES INSTALLATEURS FRANCAIS;4777;0
HEXA PLUS SANTE;4777;0
GADOL OPTIC 2000;4777;0
ALKOR;4777;0
J AIME MON COURTIER;4777;0
COMPAGNIE DES ARCHITECTEURS;4777;0
L'ADRESSE DES CONSEILS IMMOBILIERS;4777;0
ORFI FRANCE;4777;0
SOCIETE COOPERATIVE DES COURTIERS D'ASSURANCE S C C A;4777;0
SOC COOPE RENOVATION EQUIPEMENT COMMERCE;4777;0
UNION DIFFUS INFORM FUNERAIRE EUROPEENNE;4777;0
COOPERATIVE DES GOLFS INDEPENDANTS;4777;0
SPORT 2000 FRANCE;4777;0
AXENERGIE;4777;0
BIGMAT FRANCE;4777;0
CARRELIA DEVELOPPEMENT;4777;0
GROUPE INTERSPORT;4777;0
ITM ENTREPRISES SA;4777;0
STARTER LES NOUVEAUX DISQUAIRES;4777;0
SA COOPERATIVE D'OPTICIENS LUNETIERS;4777;0
SOCIETE POUR L'APPROVISIONNEMENT, LA PROMOTION ET LES ETUDES COMMERCIALES;4777;0
FRANCE MATERNITE;4777;0
S.C.H.C. (SOCIETE COOPERATIVE DES HOTELS CITOTEL);4777;0
ENTENTE PROF SPECIALISTES ENF;4777;0
COMPTOIR FRANCAIS DE LA QUINCAILLERIE;4777;0
EK FRANCE SARL;4777;0
EUROPEENNE D HOTELLERIE;4777;0
GENERALE D EXPANSION;4777;0
UNIFRANCE;4777;0
ATOL;4777;0
COOPERATIVE PARFUMEURS PASSION BEAUTE;4777;0
SOCIETE D'ACHATS PHOTO CINE;4777;0
KRYS GROUP SERVICES;4777;0
SYNALIA;4777;0
ENTENDRE;4777;0
SELECTOUR AFAT ENTREPRISE;4777;0
GROUPEMENT DES LIBRAIRES DE BANDE DESSINEE;4777;0
SA COOPERATIVE EUROPECHE;4777;0
CENTRALE EUROPEENNE DE DISTRIBUTION - C10;4777;0
MAPOTEL SA;4777;0
ANWR-GARANT FRANCE;4777;0
SOCIETE COOPERATIVE FINANCIERE ET DE DEVELOPPEMENT ECF;4777;0
COOPERATIVE U ENSEIGNE;4777;0
ASS CENTR DISTRIBUT E LECLERC;4777;0
SOCIETE ANONYME COOPERATIVE GIPHAR;4777;0
ASTERA;4777;0
GIROPHARM;4777;0
BIOMONDE SOLIDARITE;4777;0
GROUPE WELCOOP;4777;0
ESPACE COOPERATIVE;4778;0
EURO PISCINE SERVICES;4778;0
EX&CO;4778;0
SCM SOCIETE COOPERATIVE DU MEUBLE;4778;0
MONSIEUR JARDINAGE;4778;0
ACTURA;4778;0
EDRA;4778;0
GASEL;4778;0
GROUPEMENT DES INSTALLATEURS FRANCAIS;4778;0
HEXA PLUS SANTE;4778;0
GADOL OPTIC 2000;4778;0
ALKOR;4778;0
J AIME MON COURTIER;4778;0
COMPAGNIE DES ARCHITECTEURS;4778;0
L'ADRESSE DES CONSEILS IMMOBILIERS;4778;0
ORFI FRANCE;4778;0
SOCIETE COOPERATIVE DES COURTIERS D'ASSURANCE S C C A;4778;0
SOC COOPE RENOVATION EQUIPEMENT COMMERCE;4778;0
UNION DIFFUS INFORM FUNERAIRE EUROPEENNE;4778;0
COOPERATIVE DES GOLFS INDEPENDANTS;4778;0
SPORT 2000 FRANCE;4778;0
AXENERGIE;4778;0
BIGMAT FRANCE;4778;0
CARRELIA DEVELOPPEMENT;4778;0
GROUPE INTERSPORT;4778;0
ITM ENTREPRISES SA;4778;0
STARTER LES NOUVEAUX DISQUAIRES;4778;0
SA COOPERATIVE D'OPTICIENS LUNETIERS;4778;0
SOCIETE POUR L'APPROVISIONNEMENT, LA PROMOTION ET LES ETUDES COMMERCIALES;4778;0
FRANCE MATERNITE;4778;0
S.C.H.C. (SOCIETE COOPERATIVE DES HOTELS CITOTEL);4778;0
ENTENTE PROF SPECIALISTES ENF;4778;0
COMPTOIR FRANCAIS DE LA QUINCAILLERIE;4778;0
EK FRANCE SARL;4778;0
EUROPEENNE D HOTELLERIE;4778;0
GENERALE D EXPANSION;4778;0
UNIFRANCE;4778;0
ATOL;4778;0
COOPERATIVE PARFUMEURS PASSION BEAUTE;4778;0
SOCIETE D'ACHATS PHOTO CINE;4778;0
KRYS GROUP SERVICES;4778;0
SYNALIA;4778;0
ENTENDRE;4778;0
SELECTOUR AFAT ENTREPRISE;4778;0
GROUPEMENT DES LIBRAIRES DE BANDE DESSINEE;4778;0
SA COOPERATIVE EUROPECHE;4778;0
CENTRALE EUROPEENNE DE DISTRIBUTION - C10;4778;0
MAPOTEL SA;4778;0
ANWR-GARANT FRANCE;4778;0
SOCIETE COOPERATIVE FINANCIERE ET DE DEVELOPPEMENT ECF;4778;0
COOPERATIVE U ENSEIGNE;4778;0
ASS CENTR DISTRIBUT E LECLERC;4778;0
SOCIETE ANONYME COOPERATIVE GIPHAR;4778;0
ASTERA;4778;0
GIROPHARM;4778;0
BIOMONDE SOLIDARITE;4778;0
GROUPE WELCOOP;4778;0
ESPACE COOPERATIVE;4779;0
EURO PISCINE SERVICES;4779;0
EX&CO;4779;0
SCM SOCIETE COOPERATIVE DU MEUBLE;4779;0
MONSIEUR JARDINAGE;4779;0
ACTURA;4779;0
EDRA;4779;0
GASEL;4779;0
GROUPEMENT DES INSTALLATEURS FRANCAIS;4779;0
HEXA PLUS SANTE;4779;0
GADOL OPTIC 2000;4779;0
ALKOR;4779;0
J AIME MON COURTIER;4779;0
COMPAGNIE DES ARCHITECTEURS;4779;0
L'ADRESSE DES CONSEILS IMMOBILIERS;4779;0
ORFI FRANCE;4779;0
SOCIETE COOPERATIVE DES COURTIERS D'ASSURANCE S C C A;4779;0
SOC COOPE RENOVATION EQUIPEMENT COMMERCE;4779;0
UNION DIFFUS INFORM FUNERAIRE EUROPEENNE;4779;0
COOPERATIVE DES GOLFS INDEPENDANTS;4779;0
SPORT 2000 FRANCE;4779;0
AXENERGIE;4779;0
BIGMAT FRANCE;4779;0
CARRELIA DEVELOPPEMENT;4779;0
GROUPE INTERSPORT;4779;0
ITM ENTREPRISES SA;4779;0
STARTER LES NOUVEAUX DISQUAIRES;4779;0
SA COOPERATIVE D'OPTICIENS LUNETIERS;4779;0
SOCIETE POUR L'APPROVISIONNEMENT, LA PROMOTION ET LES ETUDES COMMERCIALES;4779;0
FRANCE MATERNITE;4779;0
S.C.H.C. (SOCIETE COOPERATIVE DES HOTELS CITOTEL);4779;0
ENTENTE PROF SPECIALISTES ENF;4779;0
COMPTOIR FRANCAIS DE LA QUINCAILLERIE;4779;0
EK FRANCE SARL;4779;0
EUROPEENNE D HOTELLERIE;4779;0
GENERALE D EXPANSION;4779;0
UNIFRANCE;4779;0
ATOL;4779;0
COOPERATIVE PARFUMEURS PASSION BEAUTE;4779;0
SOCIETE D'ACHATS PHOTO CINE;4779;0
KRYS GROUP SERVICES;4779;0
SYNALIA;4779;0
ENTENDRE;4779;0
SELECTOUR AFAT ENTREPRISE;4779;0
GROUPEMENT DES LIBRAIRES DE BANDE DESSINEE;4779;0
SA COOPERATIVE EUROPECHE;4779;0
CENTRALE EUROPEENNE DE DISTRIBUTION - C10;4779;0
MAPOTEL SA;4779;0
ANWR-GARANT FRANCE;4779;0
SOCIETE COOPERATIVE FINANCIERE ET DE DEVELOPPEMENT ECF;4779;0
COOPERATIVE U ENSEIGNE;4779;0
ASS CENTR DISTRIBUT E LECLERC;4779;0
SOCIETE ANONYME COOPERATIVE GIPHAR;4779;0
ASTERA;4779;0
GIROPHARM;4779;0
BIOMONDE SOLIDARITE;4779;0
GROUPE WELCOOP;4779;0
ESPACE COOPERATIVE;4780;0
EURO PISCINE SERVICES;4780;0
EX&CO;4780;0
SCM SOCIETE COOPERATIVE DU MEUBLE;4780;0
MONSIEUR JARDINAGE;4780;0
ACTURA;4780;0
EDRA;4780;0
GASEL;4780;0
GROUPEMENT DES INSTALLATEURS FRANCAIS;4780;0
HEXA PLUS SANTE;4780;0
GADOL OPTIC 2000;4780;0
ALKOR;4780;0
J AIME MON COURTIER;4780;0
COMPAGNIE DES ARCHITECTEURS;4780;0
L'ADRESSE DES CONSEILS IMMOBILIERS;4780;0
ORFI FRANCE;4780;0
SOCIETE COOPERATIVE DES COURTIERS D'ASSURANCE S C C A;4780;0
SOC COOPE RENOVATION EQUIPEMENT COMMERCE;4780;0
UNION DIFFUS INFORM FUNERAIRE EUROPEENNE;4780;0
COOPERATIVE DES GOLFS INDEPENDANTS;4780;0
SPORT 2000 FRANCE;4780;0
AXENERGIE;4780;0
BIGMAT FRANCE;4780;0
CARRELIA DEVELOPPEMENT;4780;0
GROUPE INTERSPORT;4780;0
ITM ENTREPRISES SA;4780;0
STARTER LES NOUVEAUX DISQUAIRES;4780;0
SA COOPERATIVE D'OPTICIENS LUNETIERS;4780;0
SOCIETE POUR L'APPROVISIONNEMENT, LA PROMOTION ET LES ETUDES COMMERCIALES;4780;0
FRANCE MATERNITE;4780;0
S.C.H.C. (SOCIETE COOPERATIVE DES HOTELS CITOTEL);4780;0
ENTENTE PROF SPECIALISTES ENF;4780;0
COMPTOIR FRANCAIS DE LA QUINCAILLERIE;4780;0
EK FRANCE SARL;4780;0
EUROPEENNE D HOTELLERIE;4780;0
GENERALE D EXPANSION;4780;0
UNIFRANCE;4780;0
ATOL;4780;0
COOPERATIVE PARFUMEURS PASSION BEAUTE;4780;0
SOCIETE D'ACHATS PHOTO CINE;4780;0
KRYS GROUP SERVICES;4780;0
SYNALIA;4780;0
ENTENDRE;4780;0
SELECTOUR AFAT ENTREPRISE;4780;0
GROUPEMENT DES LIBRAIRES DE BANDE DESSINEE;4780;0
SA COOPERATIVE EUROPECHE;4780;0
CENTRALE EUROPEENNE DE DISTRIBUTION - C10;4780;0
MAPOTEL SA;4780;0
ANWR-GARANT FRANCE;4780;0
SOCIETE COOPERATIVE FINANCIERE ET DE DEVELOPPEMENT ECF;4780;0
COOPERATIVE U ENSEIGNE;4780;0
ASS CENTR DISTRIBUT E LECLERC;4780;0
SOCIETE ANONYME COOPERATIVE GIPHAR;4780;0
ASTERA;4780;0
GIROPHARM;4780;0
BIOMONDE SOLIDARITE;4780;0
GROUPE WELCOOP;4780;0
ESPACE COOPERATIVE;4781;0
EURO PISCINE SERVICES;4781;0
EX&CO;4781;0
SCM SOCIETE COOPERATIVE DU MEUBLE;4781;0
MONSIEUR JARDINAGE;4781;0
ACTURA;4781;0
EDRA;4781;0
GASEL;4781;0
GROUPEMENT DES INSTALLATEURS FRANCAIS;4781;0
HEXA PLUS SANTE;4781;0
GADOL OPTIC 2000;4781;0
ALKOR;4781;0
J AIME MON COURTIER;4781;0
COMPAGNIE DES ARCHITECTEURS;4781;0
L'ADRESSE DES CONSEILS IMMOBILIERS;4781;0
ORFI FRANCE;4781;0
SOCIETE COOPERATIVE DES COURTIERS D'ASSURANCE S C C A;4781;0
SOC COOPE RENOVATION EQUIPEMENT COMMERCE;4781;0
UNION DIFFUS INFORM FUNERAIRE EUROPEENNE;4781;0
COOPERATIVE DES GOLFS INDEPENDANTS;4781;0
SPORT 2000 FRANCE;4781;0
AXENERGIE;4781;0
BIGMAT FRANCE;4781;0
CARRELIA DEVELOPPEMENT;4781;0
GROUPE INTERSPORT;4781;0
ITM ENTREPRISES SA;4781;0
STARTER LES NOUVEAUX DISQUAIRES;4781;0
SA COOPERATIVE D'OPTICIENS LUNETIERS;4781;0
SOCIETE POUR L'APPROVISIONNEMENT, LA PROMOTION ET LES ETUDES COMMERCIALES;4781;0
FRANCE MATERNITE;4781;0
S.C.H.C. (SOCIETE COOPERATIVE DES HOTELS CITOTEL);4781;0
ENTENTE PROF SPECIALISTES ENF;4781;0
COMPTOIR FRANCAIS DE LA QUINCAILLERIE;4781;0
EK FRANCE SARL;4781;0
EUROPEENNE D HOTELLERIE;4781;0
GENERALE D EXPANSION;4781;0
UNIFRANCE;4781;0
ATOL;4781;0
COOPERATIVE PARFUMEURS PASSION BEAUTE;4781;0
SOCIETE D'ACHATS PHOTO CINE;4781;0
KRYS GROUP SERVICES;4781;0
SYNALIA;4781;0
ENTENDRE;4781;0
SELECTOUR AFAT ENTREPRISE;4781;0
GROUPEMENT DES LIBRAIRES DE BANDE DESSINEE;4781;0
SA COOPERATIVE EUROPECHE;4781;0
CENTRALE EUROPEENNE DE DISTRIBUTION - C10;4781;0
MAPOTEL SA;4781;0
ANWR-GARANT FRANCE;4781;0
SOCIETE COOPERATIVE FINANCIERE ET DE DEVELOPPEMENT ECF;4781;0
COOPERATIVE U ENSEIGNE;4781;0
ASS CENTR DISTRIBUT E LECLERC;4781;0
SOCIETE ANONYME COOPERATIVE GIPHAR;4781;0
ASTERA;4781;0
GIROPHARM;4781;0
BIOMONDE SOLIDARITE;4781;0
GROUPE WELCOOP;4781;0
ESPACE COOPERATIVE;4782;0
EURO PISCINE SERVICES;4782;0
EX&CO;4782;0
SCM SOCIETE COOPERATIVE DU MEUBLE;4782;0
MONSIEUR JARDINAGE;4782;0
ACTURA;4782;0
EDRA;4782;0
GASEL;4782;0
GROUPEMENT DES INSTALLATEURS FRANCAIS;4782;0
HEXA PLUS SANTE;4782;0
GADOL OPTIC 2000;4782;0
ALKOR;4782;0
J AIME MON COURTIER;4782;0
COMPAGNIE DES ARCHITECTEURS;4782;0
L'ADRESSE DES CONSEILS IMMOBILIERS;4782;0
ORFI FRANCE;4782;0
SOCIETE COOPERATIVE DES COURTIERS D'ASSURANCE S C C A;4782;0
SOC COOPE RENOVATION EQUIPEMENT COMMERCE;4782;0
UNION DIFFUS INFORM FUNERAIRE EUROPEENNE;4782;0
COOPERATIVE DES GOLFS INDEPENDANTS;4782;0
SPORT 2000 FRANCE;4782;0
AXENERGIE;4782;0
BIGMAT FRANCE;4782;0
CARRELIA DEVELOPPEMENT;4782;0
GROUPE INTERSPORT;4782;0
ITM ENTREPRISES SA;4782;0
STARTER LES NOUVEAUX DISQUAIRES;4782;0
SA COOPERATIVE D'OPTICIENS LUNETIERS;4782;0
SOCIETE POUR L'APPROVISIONNEMENT, LA PROMOTION ET LES ETUDES COMMERCIALES;4782;0
FRANCE MATERNITE;4782;0
S.C.H.C. (SOCIETE COOPERATIVE DES HOTELS CITOTEL);4782;0
ENTENTE PROF SPECIALISTES ENF;4782;0
COMPTOIR FRANCAIS DE LA QUINCAILLERIE;4782;0
EK FRANCE SARL;4782;0
EUROPEENNE D HOTELLERIE;4782;0
GENERALE D EXPANSION;4782;0
UNIFRANCE;4782;0
ATOL;4782;0
COOPERATIVE PARFUMEURS PASSION BEAUTE;4782;0
SOCIETE D'ACHATS PHOTO CINE;4782;0
KRYS GROUP SERVICES;4782;0
SYNALIA;4782;0
ENTENDRE;4782;0
SELECTOUR AFAT ENTREPRISE;4782;0
GROUPEMENT DES LIBRAIRES DE BANDE DESSINEE;4782;0
SA COOPERATIVE EUROPECHE;4782;0
CENTRALE EUROPEENNE DE DISTRIBUTION - C10;4782;0
MAPOTEL SA;4782;0
ANWR-GARANT FRANCE;4782;0
SOCIETE COOPERATIVE FINANCIERE ET DE DEVELOPPEMENT ECF;4782;0
COOPERATIVE U ENSEIGNE;4782;0
ASS CENTR DISTRIBUT E LECLERC;4782;0
SOCIETE ANONYME COOPERATIVE GIPHAR;4782;0
ASTERA;4782;0
GIROPHARM;4782;0
BIOMONDE SOLIDARITE;4782;0
GROUPE WELCOOP;4782;0
ESPACE COOPERATIVE;4783;0
EURO PISCINE SERVICES;4783;0
EX&CO;4783;0
SCM SOCIETE COOPERATIVE DU MEUBLE;4783;0
MONSIEUR JARDINAGE;4783;0
ACTURA;4783;0
EDRA;4783;0
GASEL;4783;0
GROUPEMENT DES INSTALLATEURS FRANCAIS;4783;0
HEXA PLUS SANTE;4783;0
GADOL OPTIC 2000;4783;0
ALKOR;4783;0
J AIME MON COURTIER;4783;0
COMPAGNIE DES ARCHITECTEURS;4783;0
L'ADRESSE DES CONSEILS IMMOBILIERS;4783;0
ORFI FRANCE;4783;0
SOCIETE COOPERATIVE DES COURTIERS D'ASSURANCE S C C A;4783;0
SOC COOPE RENOVATION EQUIPEMENT COMMERCE;4783;0
UNION DIFFUS INFORM FUNERAIRE EUROPEENNE;4783;0
COOPERATIVE DES GOLFS INDEPENDANTS;4783;0
SPORT 2000 FRANCE;4783;0
AXENERGIE;4783;0
BIGMAT FRANCE;4783;0
CARRELIA DEVELOPPEMENT;4783;0
GROUPE INTERSPORT;4783;0
ITM ENTREPRISES SA;4783;0
STARTER LES NOUVEAUX DISQUAIRES;4783;0
SA COOPERATIVE D'OPTICIENS LUNETIERS;4783;0
SOCIETE POUR L'APPROVISIONNEMENT, LA PROMOTION ET LES ETUDES COMMERCIALES;4783;0
FRANCE MATERNITE;4783;0
S.C.H.C. (SOCIETE COOPERATIVE DES HOTELS CITOTEL);4783;0
ENTENTE PROF SPECIALISTES ENF;4783;0
COMPTOIR FRANCAIS DE LA QUINCAILLERIE;4783;0
EK FRANCE SARL;4783;0
EUROPEENNE D HOTELLERIE;4783;0
GENERALE D EXPANSION;4783;0
UNIFRANCE;4783;0
ATOL;4783;0
COOPERATIVE PARFUMEURS PASSION BEAUTE;4783;0
SOCIETE D'ACHATS PHOTO CINE;4783;0
KRYS GROUP SERVICES;4783;0
SYNALIA;4783;0
ENTENDRE;4783;0
SELECTOUR AFAT ENTREPRISE;4783;0
GROUPEMENT DES LIBRAIRES DE BANDE DESSINEE;4783;0
SA COOPERATIVE EUROPECHE;4783;0
CENTRALE EUROPEENNE DE DISTRIBUTION - C10;4783;0
MAPOTEL SA;4783;0
ANWR-GARANT FRANCE;4783;0
SOCIETE COOPERATIVE FINANCIERE ET DE DEVELOPPEMENT ECF;4783;0
COOPERATIVE U ENSEIGNE;4783;0
ASS CENTR DISTRIBUT E LECLERC;4783;0
SOCIETE ANONYME COOPERATIVE GIPHAR;4783;0
ASTERA;4783;0
GIROPHARM;4783;0
BIOMONDE SOLIDARITE;4783;0
GROUPE WELCOOP;4783;0
ESPACE COOPERATIVE;4784;0
EURO PISCINE SERVICES;4784;0
EX&CO;4784;0
SCM SOCIETE COOPERATIVE DU MEUBLE;4784;0
MONSIEUR JARDINAGE;4784;0
ACTURA;4784;0
EDRA;4784;0
GASEL;4784;0
GROUPEMENT DES INSTALLATEURS FRANCAIS;4784;0
HEXA PLUS SANTE;4784;0
GADOL OPTIC 2000;4784;0
ALKOR;4784;0
J AIME MON COURTIER;4784;0
COMPAGNIE DES ARCHITECTEURS;4784;0
L'ADRESSE DES CONSEILS IMMOBILIERS;4784;0
ORFI FRANCE;4784;0
SOCIETE COOPERATIVE DES COURTIERS D'ASSURANCE S C C A;4784;0
SOC COOPE RENOVATION EQUIPEMENT COMMERCE;4784;0
UNION DIFFUS INFORM FUNERAIRE EUROPEENNE;4784;0
COOPERATIVE DES GOLFS INDEPENDANTS;4784;0
SPORT 2000 FRANCE;4784;0
AXENERGIE;4784;0
BIGMAT FRANCE;4784;0
CARRELIA DEVELOPPEMENT;4784;0
GROUPE INTERSPORT;4784;0
ITM ENTREPRISES SA;4784;0
STARTER LES NOUVEAUX DISQUAIRES;4784;0
SA COOPERATIVE D'OPTICIENS LUNETIERS;4784;0
SOCIETE POUR L'APPROVISIONNEMENT, LA PROMOTION ET LES ETUDES COMMERCIALES;4784;0
FRANCE MATERNITE;4784;0
S.C.H.C. (SOCIETE COOPERATIVE DES HOTELS CITOTEL);4784;0
ENTENTE PROF SPECIALISTES ENF;4784;0
COMPTOIR FRANCAIS DE LA QUINCAILLERIE;4784;0
EK FRANCE SARL;4784;0
EUROPEENNE D HOTELLERIE;4784;0
